185.25.32.fgi,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
18.85.22.afh,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
69.191.249.fhc,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
121.40.65.ebc,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,2
50.87.249.ede,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,2
73.222.244.jad,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,4
69.191.249.eff,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
163.172.71.jda,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,3
139.199.159.caf,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
69.191.249.ijh,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
62.65.39.jcf,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,2
162.249.57.hhg,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,4
5.9.94.eaj,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
66.249.66.chj,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,4
207.241.231.iah,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,2
155.201.34.ahg,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
73.255.119.eca,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
54.173.181.ghf,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,6
54.67.64.eij,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,3
35.161.75.beg,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,5
162.27.66.bbb,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
101.81.133.jja,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,2
69.191.249.caa,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
71.204.145.cih,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
144.203.129.hji,2017-06-30 00:00:00,2017-06-30 00:00:03,3.0,1
115.111.60.idd,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,10
50.87.249.ede,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,3
49.77.227.dfh,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,4
146.88.97.jag,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,14
108.54.237.aji,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
209.170.214.gai,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
99.129.194.jbj,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
106.38.241.eef,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
121.40.94.bcj,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,4
12.249.145.dad,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
209.237.237.hjf,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
64.209.89.cej,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
54.175.208.fdh,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,19
73.137.105.cjj,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
101.80.234.fdi,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,4
84.201.133.ced,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
54.173.181.ghf,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,9
35.161.75.beg,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,8
101.81.133.jja,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,3
167.181.12.cca,2017-06-30 00:00:01,2017-06-30 00:00:04,3.0,2
216.244.66.ddh,2017-06-30 00:00:00,2017-06-30 00:00:04,4.0,6
198.199.84.bfb,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,27
192.223.243.gjc,2017-06-30 00:00:01,2017-06-30 00:00:05,4.0,10
99.238.177.hec,2017-06-30 00:00:01,2017-06-30 00:00:05,4.0,24
121.40.66.aie,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,10
49.77.227.dfh,2017-06-30 00:00:01,2017-06-30 00:00:05,4.0,6
157.55.39.eih,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,27
146.88.97.jag,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,20
158.69.116.fca,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,20
162.138.210.ggf,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,8
66.249.66.jjh,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,16
106.120.173.jie,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,4
107.178.195.eff,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,8
65.92.86.ccg,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,12
148.251.42.eib,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,4
137.116.199.fjb,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,96
54.197.165.chj,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,6
209.249.4.gjc,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,21
107.22.225.dea,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,4
65.52.133.bij,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,184
54.175.208.fdh,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,27
107.178.195.gge,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,4
75.105.72.fib,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,7
31.221.13.jad,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,4
121.40.63.gig,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,8
177.66.196.jfc,2017-06-30 00:00:01,2017-06-30 00:00:05,4.0,8
64.124.25.jig,2017-06-30 00:00:02,2017-06-30 00:00:05,3.0,18
216.244.66.ddh,2017-06-30 00:00:00,2017-06-30 00:00:05,5.0,8
198.199.84.bfb,2017-06-30 00:00:00,2017-06-30 00:00:06,6.0,29
192.223.243.gjc,2017-06-30 00:00:01,2017-06-30 00:00:06,5.0,12
218.30.103.ech,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
109.68.190.dff,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,8
121.40.65.ebc,2017-06-30 00:00:00,2017-06-30 00:00:06,6.0,8
157.55.39.eih,2017-06-30 00:00:00,2017-06-30 00:00:06,6.0,31
46.229.168.bhj,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
213.105.134.fjf,2017-06-30 00:00:01,2017-06-30 00:00:06,5.0,12
40.77.167.jde,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,22
65.99.237.iei,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,76
12.247.105.hhg,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
180.76.15.haa,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
66.249.66.aag,2017-06-30 00:00:00,2017-06-30 00:00:06,6.0,15
198.182.154.ech,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
180.76.15.edd,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
54.197.165.chj,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,8
34.209.20.agj,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
65.52.133.bij,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,204
54.152.59.eci,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,68
52.7.237.jic,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,8
100.43.85.jbj,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
173.164.151.gbi,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
180.76.15.igj,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
63.175.79.eja,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
180.76.15.bgd,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,4
64.124.25.jig,2017-06-30 00:00:02,2017-06-30 00:00:06,4.0,32
107.21.18.jad,2017-06-30 00:00:03,2017-06-30 00:00:06,3.0,8
52.73.13.efh,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,10
115.111.60.idd,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,28
121.40.65.ebc,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,10
163.172.71.jda,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,13
107.178.195.bjg,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,24
23.101.153.efc,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,8
40.77.167.jde,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,24
107.178.195.aag,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,16
155.64.23.eja,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
108.51.115.hji,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
120.26.129.hec,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,14
173.226.98.ccg,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
162.249.57.hhg,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,18
66.249.66.aag,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,17
5.9.94.eaj,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,5
107.178.195.djc,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,12
180.76.15.bgj,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
163.231.6.gai,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,48
180.76.15.fib,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
85.10.208.iji,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,32
101.80.234.fdi,2017-06-30 00:00:01,2017-06-30 00:00:07,6.0,12
107.178.195.chj,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,16
69.16.221.ecb,2017-06-30 00:00:02,2017-06-30 00:00:07,5.0,50
121.40.66.gjj,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,8
165.117.232.ecb,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
180.76.15.hec,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
180.76.15.fcg,2017-06-30 00:00:04,2017-06-30 00:00:07,3.0,4
144.203.129.hji,2017-06-30 00:00:00,2017-06-30 00:00:07,7.0,5
180.76.15.eef,2017-06-30 00:00:03,2017-06-30 00:00:08,5.0,8
185.25.32.fgi,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,5
207.58.180.baj,2017-06-30 00:00:03,2017-06-30 00:00:08,5.0,68
108.91.91.hbc,2017-06-30 00:00:01,2017-06-30 00:00:08,7.0,308
121.40.66.aie,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,18
180.76.15.fdh,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,4
52.90.157.idh,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,49
49.77.227.dfh,2017-06-30 00:00:01,2017-06-30 00:00:08,7.0,18
158.69.116.fca,2017-06-30 00:00:02,2017-06-30 00:00:08,6.0,56
163.172.71.jda,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,15
66.249.66.jjh,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,28
198.45.18.idh,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,6
73.24.98.jii,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,35
120.26.129.hec,2017-06-30 00:00:02,2017-06-30 00:00:08,6.0,16
99.126.178.bic,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,6
198.52.97.edc,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,8
101.80.234.fdi,2017-06-30 00:00:01,2017-06-30 00:00:08,7.0,14
5.9.17.hfe,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,8
75.105.72.fib,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,15
35.161.75.beg,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,26
101.81.133.jja,2017-06-30 00:00:00,2017-06-30 00:00:08,8.0,15
34.205.161.abh,2017-06-30 00:00:02,2017-06-30 00:00:08,6.0,164
199.190.211.ggf,2017-06-30 00:00:05,2017-06-30 00:00:08,3.0,4
